Date ,Branch,Inv. No.,Item Code,Sales Qty.,State,Status,Star rating,Tonnage,Technology
28-09-2022 00:00,CHENNAI,2233015919,RKL60UV16U,1,Tamil Nadu,Continue,3 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015929,RKL60UV16U,2,Tamil Nadu,Continue,3 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015930,RKL60UV16U,2,Tamil Nadu,Continue,3 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015935,RKL60UV16U,1,Tamil Nadu,Continue,3 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015938,RKL60UV16U,5,Tamil Nadu,Continue,3 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015945,RKL60UV16U,2,Tamil Nadu,Continue,3 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015794,RKM35UV16W,10,Tamil Nadu,Continue,5 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015800,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015845,RKM35UV16W,10,Tamil Nadu,Continue,5 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015858,RKM35UV16W,3,Tamil Nadu,Continue,5 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015941,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015943,RKM35UV16W,1,Tamil Nadu,Continue,5 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015774,RKM50UV16U,10,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015797,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015821,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015844,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015849,RKM50UV16U,5,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015852,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015857,RKM50UV16U,5,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015859,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015869,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015874,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015878,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015882,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015887,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015889,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015891,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015892,RKM50UV16U,4,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015893,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015897,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015899,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015903,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015904,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015908,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015927,RKM50UV16U,1,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015941,RKM50UV16U,4,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015945,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015798,RKM60UV16U,2,Tamil Nadu,Continue,5 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015799,RKM60UV16U,1,Tamil Nadu,Continue,5 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015859,RKM60UV16U,1,Tamil Nadu,Continue,5 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015941,RKM60UV16U,1,Tamil Nadu,Continue,5 Star,1.8,Inv
28-09-2022 00:00,CHENNAI,2233015859,RKR50UV16U,1,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015814,RKY50UV16V3,25,Tamil Nadu,Continue,3 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015827,RKY50UV16V3A,60,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015845,RKY50UV16V3A,15,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015933,RKY50UV16V3A,2,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015936,RKY50UV16V3A,2,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015937,RKY50UV16V3A,5,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015850,RKZ50UV16U4,2,Tamil Nadu,Continue,5 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2233015820,RL28UV16W1,1,Tamil Nadu,Continue,3 Star,0.8,Non Inv
28-09-2022 00:00,CHENNAI,2233015845,RL28UV16W1,1,Tamil Nadu,Continue,3 Star,0.8,Non Inv
28-09-2022 00:00,CHENNAI,2233015818,RL35UV16W1,35,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015845,RL35UV16W1,25,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015846,RL35UV16W1,2,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015849,RL35UV16W1,5,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015851,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015852,RL35UV16W1,3,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015853,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015854,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015855,RL35UV16W1,3,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015856,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015867,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015869,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015872,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015874,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015879,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015885,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015886,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015890,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015892,RL35UV16W1,12,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015895,RL35UV16W1,2,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015896,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015899,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015906,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015907,RL35UV16W1,3,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015910,RL35UV16W1,7,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015913,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015919,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015926,RL35UV16W1,22,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015930,RL35UV16W1,3,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015935,RL35UV16W1,4,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015942,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015945,RL35UV16W1,5,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015948,RL35UV16W1,2,Tamil Nadu,Continue,3 Star,1,Non Inv
28-09-2022 00:00,CHENNAI,2233015843,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015847,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015848,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015850,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015867,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015869,RL50UV16U2,1,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015874,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015875,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015878,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015879,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015880,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015881,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015882,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015887,RL50UV16U2,5,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015888,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015891,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015892,RL50UV16U2,3,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015926,RL50UV16U2,33,Tamil Nadu,Continue,3 Star,1.5,Non Inv
28-09-2022 00:00,CHENNAI,2233015868,RLG35UV16W1,50,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015871,RLG35UV16W1,13,Tamil Nadu,Continue,#N/A,#N/A,#N/A
28-09-2022 00:00,CHENNAI,2233015870,RLG50UV16U2,50,Tamil Nadu,Continue,3 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2236012262,RLG50UV16U2,20,Tamil Nadu,Continue,3 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2236012190,RLG50UV16U3,50,Tamil Nadu,Continue,3 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2236012245,RLG50UV16U3,50,Tamil Nadu,Continue,3 Star,1.5,Inv
28-09-2022 00:00,CHENNAI,2236012262,RLG50UV16U3,30,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016024,RE60UV16U2,3,Tamil Nadu,Continue,1 Star,1.8,Non Inv
29-09-2022 00:00,CHENNAI,2233016070,RE60UV16U2,3,Tamil Nadu,Continue,1 Star,1.8,Non Inv
29-09-2022 00:00,CHENNAI,2233016075,RKJ50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016127,RKJ50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016073,RKJ60UV16U,1,Tamil Nadu,Continue,5 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016009,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016012,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016014,RKL35UV16W,2,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016015,RKL35UV16W,2,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016020,RKL35UV16W,1,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016022,RKL35UV16W,1,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016024,RKL35UV16W,5,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016047,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016052,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016056,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016068,RKL35UV16W,10,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016088,RKL35UV16W,2,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016089,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016093,RKL35UV16W,25,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016095,RKL35UV16W,5,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016103,RKL35UV16W,1,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016110,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016111,RKL35UV16W,2,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016127,RKL35UV16W,5,Tamil Nadu,Continue,3 Star,1,Inv
29-09-2022 00:00,CHENNAI,2233016098,RKL50UV16V,2,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016109,RKL50UV16V,2,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016117,RKL50UV16V,5,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016118,RKL50UV16V,4,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016119,RKL50UV16V,9,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016120,RKL50UV16V,10,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016010,RKL50UV16V3,5,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016013,RKL50UV16V3,3,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016014,RKL50UV16V3,8,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016020,RKL50UV16V3,1,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016022,RKL50UV16V3,2,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016024,RKL50UV16V3,5,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016056,RKL50UV16V3,6,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016088,RKL50UV16V3,2,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016093,RKL50UV16V3,30,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016094,RKL50UV16V3,3,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016095,RKL50UV16V3,10,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016097,RKL50UV16V3,3,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016108,RKL50UV16V3,6,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016121,RKL50UV16V3,2,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016126,RKL50UV16V3,3,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016133,RKL50UV16V3,1,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016018,RKL60UV16U,5,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016019,RKL60UV16U,5,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016025,RKL60UV16U,5,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016026,RKL60UV16U,3,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016071,RKL60UV16U,5,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016081,RKL60UV16U,1,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016090,RKL60UV16U,3,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016091,RKL60UV16U,1,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016094,RKL60UV16U,6,Tamil Nadu,Continue,3 Star,1.8,Inv
29-09-2022 00:00,CHENNAI,2233016005,RKM35UV16W,3,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016007,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016009,RKM35UV16W,1,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016010,RKM35UV16W,1,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016011,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016047,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016052,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016083,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016110,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016111,RKM35UV16W,2,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016127,RKM35UV16W,1,Tamil Nadu,Continue,5 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016009,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016014,RKM50UV16U,4,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016015,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016023,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016047,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016052,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016073,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016074,RKM50UV16U,13,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016080,RKM50UV16U,8,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016082,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016103,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016108,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016110,RKM50UV16U,3,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016111,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016126,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016127,RKM50UV16U,2,Tamil Nadu,Continue,5 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016018,RKR60UV16U,1,Tamil Nadu,Continue,#N/A,#N/A,#N/A
29-09-2022 00:00,CHENNAI,2233016075,RKR60UV16U,2,Tamil Nadu,Continue,#N/A,#N/A,#N/A
29-09-2022 00:00,CHENNAI,2233016077,RKR60UV16U,2,Tamil Nadu,Continue,#N/A,#N/A,#N/A
29-09-2022 00:00,CHENNAI,2233016102,RKY50UV16V3A,2,Tamil Nadu,Continue,#N/A,#N/A,#N/A
29-09-2022 00:00,CHENNAI,2233016038,RL28UV16W1,2,Tamil Nadu,Continue,3 Star,0.8,Non Inv
29-09-2022 00:00,CHENNAI,2233016039,RL28UV16W1,5,Tamil Nadu,Continue,3 Star,0.8,Non Inv
29-09-2022 00:00,CHENNAI,2233016040,RL28UV16W1,4,Tamil Nadu,Continue,3 Star,0.8,Non Inv
29-09-2022 00:00,CHENNAI,2233016012,RL35UV16W1,3,Tamil Nadu,Continue,3 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016014,RL35UV16W1,2,Tamil Nadu,Continue,3 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016022,RL35UV16W1,2,Tamil Nadu,Continue,3 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016042,RL35UV16W1,1,Tamil Nadu,Continue,3 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016047,RL35UV16W1,7,Tamil Nadu,Continue,3 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016052,RL35UV16W1,3,Tamil Nadu,Continue,3 Star,1,Non Inv
29-09-2022 00:00,CHENNAI,2233016067,RL50UV16U2,1,Tamil Nadu,Continue,3 Star,1.5,Non Inv
29-09-2022 00:00,CHENNAI,2233016131,RL50UV16U2,2,Tamil Nadu,Continue,3 Star,1.5,Non Inv
29-09-2022 00:00,CHENNAI,2233016132,RL50UV16U2,1,Tamil Nadu,Continue,3 Star,1.5,Non Inv
29-09-2022 00:00,CHENNAI,2233016134,RL50UV16U2,10,Tamil Nadu,Continue,3 Star,1.5,Non Inv
29-09-2022 00:00,CHENNAI,2233016041,RLG35UV16W1,4,Tamil Nadu,Continue,#N/A,#N/A,#N/A
29-09-2022 00:00,CHENNAI,2233016030,RLG50UV16U2,6,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016066,RLG50UV16U2,4,Tamil Nadu,Continue,3 Star,1.5,Inv
29-09-2022 00:00,CHENNAI,2233016125,RQ60UV16U5-RV,60,Tamil Nadu,Continue,#N/A,#N/A,#N/A
30-09-2022 00:00,CHENNAI,2233016196,RE60UV16U2,2,Tamil Nadu,Continue,1 Star,1.8,Non Inv
30-09-2022 00:00,CHENNAI,2236012621,RE60UV16U2,30,Tamil Nadu,Continue,1 Star,1.8,Non Inv
30-09-2022 00:00,CHENNAI,2236012626,RE60UV16U2,3,Tamil Nadu,Continue,1 Star,1.8,Non Inv
30-09-2022 00:00,CHENNAI,2236012628,RE60UV16U2,2,Tamil Nadu,Continue,1 Star,1.8,Non Inv
30-09-2022 00:00,CHENNAI,2233016348,RKJ60UV16U,9,Tamil Nadu,Continue,5 Star,1.8,Inv
30-09-2022 00:00,CHENNAI,2233016281,RKL35UV16W,2,Tamil Nadu,Continue,3 Star,1,Inv
30-09-2022 00:00,CHENNAI,2233016357,RKL35UV16W,3,Tamil Nadu,Continue,3 Star,1,Inv
30-09-2022 00:00,CHENNAI,2233016386,RKL35UV16W,10,Tamil Nadu,Continue,3 Star,1,Inv
30-09-2022 00:00,CHENNAI,2236012613,RKL50UV16V,5,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2236012614,RKL50UV16V,15,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2236012615,RKL50UV16V,2,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2236012616,RKL50UV16V,2,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2236012617,RKL50UV16V,2,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2236012618,RKL50UV16V,2,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2236012652,RKL50UV16V,2,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2233016277,RKL50UV16V3,4,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2233016305,RKL50UV16V3,2,Tamil Nadu,Continue,3 Star,1.5,Inv
30-09-2022 00:00,CHENNAI,2233016308,RKL50UV16V3,3,Tamil Nadu,Continue,3 Star,1.5,Inv
